id,nom,insee,adresse,url,type_usagers,gratuit,nb_places,nb_pr,nb_pmr,nb_voitures_electriques,nb_velo,nb_2r_el,nb_autopartage,nb_2_rm,nb_covoit,hauteur_max,num_siret,Xlong,Ylat,tarif_pmr,tarif_1h,tarif_2h,tarif_3h,tarif_4h,tarif_24h,abo_resident,abo_non_resident,type_ouvrage,info,id_source
75107-P-071,GOURAUD,75107,5 avenue Emile Pouvillon, 75007, Paris,https://fr.parkindigo.com,abonnés,0,339,0,0,0,0,0,0,0,0,190,72205418600019,2.2991342,48.8574597,,,,,,,,,ouvrage,abonnes tres longue duree,
75107-P-075,CHAMPAGNY,75107,15 M rue Casimir Perier, 75007, Paris,https://www.saemes.fr/fr/parking/parking-champagny,abonnés,0,111,0,0,0,0,0,0,0,0,190,31703299300741,2.3193649,48.8580703,,,,,,,,290.83,ouvrage,abonnements avec reservation uniquement,
75107-P-134,LA TOUR MAUBOURG ORSAY,75107,45 ter quai d Orsay, 75007, Paris,https://www.q-park-resa.fr/fr/parking/paris/tour-maubourg-33.html,tous,0,434,0,9,3,0,0,0,11,0,190,37888823400523,2.309746,48.862366,,5.30,10.60,15.90,21.20,43.75,189,335,ouvrage,,
75107-P-155,SEVRES BABYLONE,75107,1 bis rue de Babylone, 75007, Paris,https://fr.parkindigo.com/parking/paris-75007/sevres-babylone-75071100,tous,0,866,0,18,13,40,0,0,40,0,190,30464607800390,2.324959,48.851593,tarif_special,4.00,8.00,12.00,16.00,36.00,216,290,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,00 euros,
75108-P-002,MALESHERBES ANJOU,75108,20 ter boulevard Malesherbes, 75008, Paris,https://www.sags.fr/parking-paris/paris-malesherbes-anjou.html,tous,0,925,0,0,0,0,0,0,16,0,190,38933781700065,2.3217018,48.8725097,tarif_special,4.10,8.20,12.30,16.40,36.90,231,289,ouvrage,tarif petit rouleur -30 % = contacter le parc|autre entree = 35 ter boulevard Malesherbes, 75008, Paris|tarif PMR = 2,05 euros,
75108-P-014,SAINT AUGUSTIN,75108,18 rue de Laborde, 75008, Paris,https://www.saemes.fr/fr/parking/parking-bergson,tous,0,901,0,0,0,0,0,0,54,0,190,31703299300741,2.3203214,48.8757496,,4.30,8.60,12.90,17.20,38.70,225.6,282,ouvrage,tarif petit rouleur -30 % = contacter le parc,
75108-P-015,HOCHE,75108,14 quater avenue Hoche, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/hoche-75080500,tous,0,951,0,10,0,0,0,0,13,0,190,65200836800019,2.3021593,48.8768439,,4.80,9.60,14.40,19.20,39.60,,295,ouvrage,autre entree = 29 ter avenue Hoche, 75008, Paris,
75108-P-020,GEORGE V,75108,113 avenue des Champs Elysees, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/george-v-75082400,tous,0,1106,0,21,26,68,0,3,50,0,190,64202088700419,2.2995,48.872153,tarif_special,4.60,9.20,13.80,18.40,41.40,202,253,ouvrage,tarif petit rouleur -25 % = contacter le parc|autre entree = 32 ter avenue George V, 75008, Paris|tarif PMR = 2,30 euros,
75108-P-024,CONCORDE,75108,12 place de la Concorde, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/place-de-la-concorde-75082100,tous,0,836,0,13,0,0,0,0,17,0,190,72204380902081,2.320347,48.866919,,4.40,8.80,13.20,17.60,39.60,186.4,233,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75108-P-030,MADELEINE TRONCHET,75108,21 M place de la Madeleine, 75008, Paris,https://www.saemes.fr/fr/parking/parking-madeleine-tronchet,tous,0,956,0,20,4,0,0,6,153,0,190,31703299300741,2.324429,48.870868,,4.20,8.40,12.60,16.80,37.80,224,280,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75108-P-031,HAUSSMANN BERRI,75108,163 ter boulevard Haussmann, 75008, Paris,https://www.saemes.fr/fr/parking/parking-haussmann-berri,tous,0,2181,0,4,0,0,0,6,27,0,190,31703299300741,2.3086284,48.8749109,tarif_special,4.10,8.20,12.30,16.40,36.90,201.6,252,ouvrage,tarif petit rouleur -25 % = contacter le parc|autre entree = 164 ter boulevard Haussmann, 75008, Paris|tarif PMR = 2,05 euros,
75108-P-054,FRANCOIS 1ER,75108,17 quater rue Francois 1er, 75008, Paris,https://www.interparking-france.com/fr-FR/find-parking/ParcFrancois1er/,tous,0,551,0,13,7,15,0,0,18,0,190,69205111300102,2.305648,48.867368,tarif_special,3.80,7.60,11.40,15.20,34.20,210,263,ouvrage,tarif petit rouleur -50 % = contacter le parc|tarif PMR = 1,90 euros,
75108-P-061,ROND POINT DES CHAMPS ELYSEES,75108,2 M rond point des Champs Elysees Marcel Dassault, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/rond-point-des-champs-elysees-75080400,tous,0,561,0,12,2,10,0,2,35,0,190,67203552400020,2.311021,48.869329,,5.20,10.40,15.60,20.80,46.50,157.73,260,ouvrage,,
75108-P-107,CHAMPS ELYSEES,75108,64 avenue des Champs Elysees, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/champs-elysees-75080600,tous,0,832,0,11,10,0,0,0,40,0,190,64202088700419,2.305418,48.870671,,4.80,9.60,14.40,19.20,39.60,153.21,264,ouvrage,autre entree = 113 avenue Champs Elysees, 75008, Paris,
75108-P-109,ETOILE FRIEDLAND,75108,14 ter avenue de Friedland, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/etoile-friedland-75080800,tous,0,576,0,6,8,0,0,0,5,0,190,65200836800019,2.301231,48.874519,,5.20,10.40,15.60,20.80,42.80,,292,ouvrage,autre entree = 39 ter avenue de Friedland, 75008, Paris,
75108-P-110,ALMA GEORGE V,75108,6 ter avenue George V, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/alma-george-v-75080700,tous,0,502,0,6,8,0,0,0,0,0,190,64202088700419,2.301572,48.8653286,,5.20,10.40,15.60,20.80,42.80,185.03,305,ouvrage,autre entree = 17 ter avenue George V, 75008, Paris,
75108-P-125,CHAMPS ELYSEES PIERRE CHARRON,75108,67 ter rue Pierre Charron, 75008, Paris,https://fr.parkindigo.com/parking/paris-75008/pierre-charron-champs-elysees-75081900,tous,0,398,0,8,9,0,0,0,10,0,195,39342218300029,2.30459,48.870215,tarif_special,5.20,10.40,15.60,20.80,42.80,230.4,288,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,40 euros,
75108-P-159,ROND POINT (GARAGE),75108,2 M rond point des Champs Elysees Marcel Dassault, 75008, Paris,https://www.saemes.fr/fr,abonnés,0,330,0,0,0,0,0,0,0,0,190,31703299300741,2.311048,48.869323,,,,,,,207,260,ouvrage,tarif petit rouleur -30 % = contacter le parc,
75109-P-018,MEYERBEER (OPERA),75109,2 ter rue de la Chaussee d Antin, 75009, Paris,https://www.saemes.fr/fr/parking/parking-meyerbeer-opera,tous,0,545,0,17,6,51,0,1,37,0,190,31703299300741,2.334056,48.871351,,4.00,8.00,12.00,16.00,36.00,164.7,284,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75109-P-023,ANVERS,75109,41 bis boulevard de Rochechouart, 75009, Paris,https://www.saemes.fr/fr/parking/parking-anvers-sacre-coeur,tous,0,507,0,11,4,10,0,8,35,0,190,31703299300741,2.3440188,48.8826603,,4.00,8.00,12.00,16.00,36.00,184.5,232,ouvrage,tarif petit rouleur -30 % = contacter le parc,
75109-P-045,MONTHOLON,75109,3 M rue Mayran, 75009, Paris,https://fr.parkindigo.com/parking/paris-75009/montholon-75091600,tous,0,424,0,9,3,8,2,3,37,0,190,30464607800390,2.345951,48.876873,tarif_special,4.00,8.00,12.00,16.00,36.00,165,235,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,00 euros,
75109-P-113,MILTON,75109,31 ter rue Milton, 75009, Paris,https://www.saemes.fr/fr,abonnés,0,99,0,0,0,0,0,0,0,0,190,31703299300741,2.34197,48.879059,,,,,,,,,ouvrage,abonnes tres longue duree,
75110-P-028,MAGENTA GARE DE L EST,75110,8 ter square Alban Satragne, 75010, Paris,https://fr.parkindigo.com/parking/paris-75010/alban-satragne-magenta-75100900,tous,0,706,0,16,2,30,0,0,50,0,190,64202088700419,2.3553,48.875667,tarif_special,4.20,8.40,12.60,16.80,37.80,200,250,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,10 euros,
75110-P-126,RECOLLETS,75110,3 ter passage des Recollets, 75010, Paris,https://www.saemes.fr/fr,abonnés,0,100,0,0,0,0,0,1,9,0,200,31703299300741,2.359119,48.874183,,,,,,,,175,ouvrage,,
75110-P-130,FRANZ LISZT,75110,32 ter rue des Petits Hotels, 75010, Paris,https://fr.parkindigo.com/parking/paris-75010/franz-liszt-75100300,tous,0,287,0,5,0,4,0,2,27,0,190,30464607800143,2.352655,48.877564,,4.80,9.60,14.40,19.20,41.40,,235,ouvrage,,
75110-P-131,EURONORD LARIBOISIERE,75110,10 ter rue Ambroise Pare, 75010, Paris,https://fr.parkindigo.com/parking/paris-75010/euronord-lariboisiere-75100400,tous,0,498,0,10,0,6,0,15,30,0,190,33979635100049,2.352176,48.882039,tarif_special,4.80,9.60,14.40,19.20,41.40,165,206,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,40 euros,
75111-P-080,ROQUETTE,75111,16 bis rue Servan, 75011, Paris,https://www.saemes.fr/fr/parking/parking-roquette,abonnés,0,278,0,0,0,0,0,0,14,0,190,31703299300741,2.383706,48.85986,,,,,,,,118,ouvrage,abonnements avec reservation uniquement,
75112-P-017,PICPUS NATION,75112,77 M boulevard de Picpus, 75012, Paris,https://fr.parkindigo.com/parking/paris-75012/picpus-nation-75120100,tous,0,909,0,16,2,0,0,22,32,0,190,66205324800016,2.3991444,48.8471545,tarif_special,3.20,6.40,9.60,12.80,28.80,114,124,ouvrage,autre entree = 65 M boulevard de Picpus, 75012, Paris|tarif PMR = 1,60 euros,
75112-P-029,BASTILLE,75112,29 boulevard de la Bastille, 75012, Paris,https://fr.parkindigo.com/parking/paris-75012/bastille-75121100,tous,0,459,0,7,0,0,0,0,20,0,190,64202088700419,2.3681825,48.849486,tarif_special,4.00,8.00,12.00,16.00,36.00,155,193.75,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,00 euros,
75112-P-047,REUILLY DIDEROT,75112,30 ter rue de Reuilly, 75012, Paris,https://www.saemes.fr/fr/parking/parking-reuilly-diderot,tous,0,137,0,3,2,5,0,1,5,0,350,31703299300741,2.387258,48.846545,,4.20,8.40,12.60,16.80,37.80,150,188,ouvrage,,
75112-P-062,BERCY RELAIS MERCURE,75112,71 rue de Bercy, 75012, Paris,https://all.accor.com/hotel/0941/index.fr.shtml,tous,0,157,0,4,0,0,0,0,0,0,190,40206971000075,2.3815335,48.8381761,,3.60,7.20,10.80,14.40,30.00,,155,ouvrage,URL indique est celui de l'hotel dont depend le parc de stationnement,
75112-P-100,VAN GOGH,75112,203 ter rue de Bercy, 75012, Paris,https://www.saemes.fr/fr,abonnés,0,192,0,0,0,0,0,0,1,0,190,31703299300741,2.3718535,48.8446752,,,,,,,,203,ouvrage,abonnements avec reservation uniquement,
75112-P-101,MEDITERRANEE,75112,40 rue de Chalon, 75012, Paris,https://www.saemes.fr/fr/parking/parking-mediterranee-gare-de-lyon,tous,0,1450,0,15,4,12,6,0,143,0,190,31703299300741,2.375747,48.844976,tarif_special,4.90,9.80,14.70,18.90,39.90,,302,ouvrage,entree PMR = 24 rue de Chalon, 75012, Paris|tarif PMR = 2,45 euros,
75112-P-103,FAUBOURG SAINT ANTOINE,75112,83 ter avenue Ledru Rollin, 75012, Paris,https://fr.parkindigo.com/parking/paris-75012/faubourg-saint-antoine-75120200,tous,0,373,0,6,4,0,0,0,24,0,190,67203552400020,2.3755613,48.850842,,4.80,9.60,14.40,19.20,41.40,,234,ouvrage,,
75112-P-115,HECTOR MALOT,75112,61 ter avenue Daumesnil, 75012, Paris,https://www.saemes.fr/fr/parking/parking-hector-malot,abonnés,0,442,0,6,0,7,0,0,36,0,200,31703299300741,2.376332,48.846901,,,,,,,,186,ouvrage,abonnements avec reservation uniquement,
75112-P-127,LYON DIDEROT,75112,198 rue de Bercy, 75012, Paris,https://www.effia.com/parking/parking-paris-gare-de-lyon-diderot-effia,tous,0,305,0,6,5,0,0,0,78,0,190,31703299300741,2.3721699,48.8446816,,4.50,8.90,13.30,17.70,37.10,,291.67,ouvrage,,
75112-P-129,BERCY SEINE VEHICULES LEGERS,75112,180 quai de Bercy, 75012, Paris,https://www.saemes.fr/fr/parking/parking-bercy-seine,tous,0,300,40,14,2,0,0,0,10,0,190,31703299300741,2.3808304,48.8350568,,3.80,7.60,11.40,15.20,34.20,119,170,ouvrage,,
75112-P-164,VELOSTATION VAN GOGH,75112,4 M rue Van Gogh, 75012, Paris,https://www.saemes.fr/fr/parking/velostation-van-gogh,abonnés,0,0,0,0,0,198,0,0,0,0,230,31703299300741,2.371257,48.843694,,,,,,,,,ouvrage,,
75113-P-119,CHARLETY THOMIRE,75113,2 rue Thomire, 75013, Paris,https://www.saemes.fr/fr,abonnés,0,883,0,26,0,0,0,0,24,0,190,31703299300741,2.348154,48.819789,,,,,,,,96,ouvrage,,
75113-P-120,CHARLETY COUBERTIN,75113,29 avenue Pierre de Coubertin, 75013, Paris,https://www.saemes.fr/fr/parking/parking-charlety-coubertin,tous,0,407,60,5,2,22,0,0,16,0,185,31703299300741,2.344273,48.817332,,3.90,7.80,11.70,15.60,35.10,86.8,124,ouvrage,,
75113-P-150,BORDS DE SEINE FREYSSINET (RIVE GAUCHE),75113,25 rue Abel Gance, 75013, Paris,https://fr.parkindigo.com/parking/paris-75013/bords-de-seine-freyssinet-75131000,tous,0,390,0,9,3,16,0,5,32,0,190,64202088700153,2.3730091,48.8351568,,3.80,7.60,11.40,15.20,34.20,188,235,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75113-P-151,BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE),75113,16 rue Emile Durkheim, 75013, Paris,https://fr.parkindigo.com/parking/paris-75013/bibliotheque-francois-mitterrand-75131100,tous,0,1018,200,21,3,20,0,6,32,0,190,64202088700153,2.3773298,48.8322497,,3.80,7.60,11.40,15.20,34.20,188,235,ouvrage,tarif petit rouleur -25 % = contacter le parc|autre entree = 43 quai Francois Mauriac, 75013, Paris,
75113-P-152,CITE DE LA MODE AUSTERLITZ (RIVE GAUCHE),75113,29 ter quai d Austerlitz, 75013, Paris,https://fr.parkindigo.com/parking/paris-75013/cite-de-la-mode-austerlitz-75130900,tous,0,345,0,7,4,16,0,6,22,0,190,64202088700153,2.371114,48.839416,,3.80,7.60,11.40,15.20,34.20,188,235,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75113-P-153,UNIVERSITE DIDEROT (RIVE GAUCHE),75113,29 quater rue Thomas Mann, 75013, Paris,https://fr.parkindigo.com/parking/paris-75013/universite-diderot-75131200,tous,0,499,200,12,4,16,0,6,32,0,190,64202088700153,2.378907,48.829433,,3.20,6.40,9.60,12.80,28.80,146,183,ouvrage,tarif petit rouleur -40 % = contacter le parc,
75113-P-163,WATT (RIVE GAUCHE),75113,50 rue Watt, 75013, Paris,https://fr.parkindigo.com/parking/paris-75013/zac-rive-gauche-watt-75131300,abonnés,0,604,0,17,0,10,0,0,0,0,190,64202088700153,2.378678,48.826509,,,,,,,71.6,89.5,ouvrage,tarif petit rouleur -40 % = contacter le parc,
75114-P-019,MONTPARNASSE,75114,120 quater boulevard du Montparnasse, 75014, Paris,https://fr.parkindigo.com/parking/paris-75014/montparnasse-raspail-75140300,tous,0,764,0,0,0,0,0,0,33,0,190,30464607800143,2.3307939,48.8414661,,4.60,9.20,13.80,18.40,39.60,,209,ouvrage,autre entree = 139 ter boulevard du Montparnasse, 75006, Paris,
75114-P-033,MAIRIE DU 14 EME,75114,1 ter rue Charles Divry, 75014, Paris,https://www.saemes.fr/fr/parking/parking-mairie-du-14eme,abonnés,0,162,0,0,2,0,0,0,0,0,190,31703299300741,2.327383,48.833055,,,,,,,205.6,257,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75114-P-051,PORTE D ORLEANS,75114,7 rue de la Legion Etrangere, 75014, Paris,https://www.saemes.fr/fr/parking/parking-porte-dorleans,tous,0,664,40,14,2,0,0,5,26,0,260,31703299300741,2.3245975,48.820871,tarif_special,3.80,7.60,11.40,15.20,34.20,116.8,146,ouvrage,tarif petit rouleur -25 % = contacter le parc|autre entree = 8 avenue de la Porte d Orleans, 75014, Paris|autre hauteur = 260 cm|tarif PMR = 1,90 euros,
75114-P-111,DIDOT,75114,2 ter rue Didot, 75014, Paris,https://www.saemes.fr/fr,abonnés,0,272,0,4,0,0,0,1,15,0,190,31703299300741,2.3216133,48.8339968,,,,,,,,174,ouvrage,abonnements avec reservation uniquement,
75114-P-117,MAINE BASCH ALESIA,75114,204 ter avenue du Maine, 75014, Paris,https://fr.parkindigo.com/parking/paris-75014/alesia-75140400,tous,0,481,0,10,2,5,0,7,48,0,185,69200653900112,2.3257196,48.8302751,tarif_special,4.40,8.80,13.20,17.60,39.60,,193,ouvrage,autre entree = 205 ter avenue du Maine, 75014, Paris|tarif PMR = 2,10 euros,
75115-P-021,MAIRIE DU 15 EME LECOURBE,75115,147 rue Lecourbe, 75015, Paris,https://www.saemes.fr/fr/parking/parking-mairie-du-15eme-lecourbe,tous,0,286,0,6,4,17,0,0,14,0,190,31703299300741,2.299567,48.841624,,4.00,8.00,12.00,16.00,36.00,184.8,231,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75115-P-034,CITROEN CEVENNES,75115,45 bis rue Leblanc, 75015, Paris,https://fr.parkindigo.com/parking/paris-75015/citroen-cevennes-75150300,tous,0,572,0,12,0,6,0,0,18,0,190,34900901900051,2.276337,48.838752,tarif_special,3.60,7.20,10.80,14.40,32.40,159,199,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 1,70 euros,
75115-P-049,PORTE DE VERSAILLES,75115,40 ter boulevard Victor, 75015, Paris,https://www.sags.fr/parking-paris/paris-porte-de-versailles.html,tous,0,474,0,10,4,10,0,2,20,0,190,38933781700065,2.285401,48.833644,tarif_special,4.60,9.20,13.80,18.40,46.00,180,225,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,30 euros,
75115-P-118,GENERAL BEURET,75115,31 rue du General Beuret, 75015, Paris,https://www.saemes.fr/fr,abonnés,0,170,0,1,0,0,0,0,0,0,185,31703299300741,2.302316,48.840257,,,,,,,,169,ouvrage,abonnements avec reservation uniquement,
75115-P-157,FREMICOURT,75115,13 ter rue Fremicourt, 75015, Paris,https://fr.parkindigo.com/parking/paris-75015/fremicourt-75150700,abonnés,0,204,0,5,2,21,0,0,31,0,210,72204380902081,2.297397,48.847342,,,,,,,162.4,203,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75115-P-165,VELOSTATION MAINEMONTPARNASSE,75115,22 M rue de l'Arrivée, 75015, Paris,https://fr.parkindigo.com/parking/paris-75015/velostation-gare-montparnasse-75150800,abonnés,0,0,0,0,0,385,0,0,0,0,230,30464607800143,2.321009,48.842669,,,,,,,,,ouvrage,,
75116-P-012,FOCH,75116,4 ter avenue Foch, 75116, Paris,https://fr.parkindigo.com/parking/paris-75016/foch-75161300,tous,0,2175,150,22,0,3,0,0,29,0,190,39418789200440,2.291993,48.873649,tarif_special,4.50,9.00,13.50,18.00,45.00,213.5,305,ouvrage,autres entrees = 37 ter avenue Foch, 75116, Paris et 45 M avenue Foch, 75116, Paris|tarif PMR = 2,25 euros,
75116-P-013,EYLAU,75116,6 avenue d Eylau, 75116, Paris,https://fr.parkindigo.com,abonnés,0,174,0,0,0,0,0,0,0,0,190,72205418600019,2.286144,48.863766,,,,,,,,,ouvrage,abonnes tres longue duree,
75116-P-016,PASSY,75116,82 ter rue de Passy, 75116, Paris,https://fr.parkindigo.com/parking/paris-75016/passy-75161100,tous,0,351,0,8,3,20,0,0,14,0,190,72204380902081,2.275325,48.858192,tarif_special,4.40,8.80,13.20,17.60,37.80,290,363,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,20 euros,
75116-P-022,PORTE D AUTEUIL,75116,8 ter avenue du General Sarrail, 75016, Paris,https://www.saemes.fr/fr/parking/parking-porte-dauteuil,tous,0,1180,0,23,2,15,3,0,27,0,185,31703299300741,2.256171,48.84657,,4.10,8.20,12.30,16.40,36.90,121.6,152,ouvrage,tarif petit rouleur -25 % = contacter le parc|autre = 2 ter avenue du General Sarrail, 75016, Paris,
75116-P-043,PORTE DE SAINT CLOUD,75116,10 avenue de la Porte de Saint Cloud, 75016, Paris,https://fr.parkindigo.com/parking/paris-75016/porte-de-saint-cloud-75161400,tous,0,1224,100,28,3,12,0,0,58,0,190,39418789200440,2.253734,48.838792,tarif_special,4.10,8.20,12.30,16.40,36.90,140,175,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,05 euros,
75116-P-053,PLACE VICTOR HUGO,75116,76 ter avenue Victor Hugo, 75116, Paris,https://fr.parkindigo.com/parking/paris-75016/place-victor-hugo-75160400,tous,0,538,0,12,6,0,0,0,28,0,190,64202088700419,2.284541,48.869389,tarif_special,4.60,9.20,13.80,18.40,39.60,,315,ouvrage,tarif PMR = 2,30 euros,
75116-P-059,VICTOR HUGO POMPE,75116,122 ter avenue Victor Hugo, 75116, Paris,https://fr.parkindigo.com/parking/paris-75016/victor-hugo-pompe-75160100,tous,0,485,0,0,0,0,0,0,9,0,190,64202088700419,2.280732,48.867782,tarif_special,4.60,9.20,13.80,18.40,39.60,,315,ouvrage,tarif PMR = 2,30 euros,
75116-P-074,GROS BOULAINVILLIERS,75116,15 ter rue de Boulainvilliers, 75016, Paris,https://www.saemes.fr/fr,abonnés,0,339,0,0,0,0,0,0,6,0,195,31703299300741,2.276035,48.852514,,,,,,,,275,ouvrage,abonnements avec reservation uniquement,
75116-P-082,MOZART,75116,2 quater rue de la Cure, 75016, Paris,https://www.saemes.fr/fr,abonnés,0,161,0,0,0,0,0,0,5,0,190,31703299300741,2.268663,48.853722,,,,,,,,241.58,ouvrage,abonnements avec reservation uniquement,
75116-P-122,DELESSERT,75116,11 rue Beethoven, 75116, Paris,https://www.saemes.fr/fr,abonnés,0,254,0,0,0,0,0,0,0,0,195,31703299300741,2.287001,48.858652,,,,,,,,350,ouvrage,abonnements avec reservation uniquement,
75116-P-138,VERSAILLES REYNAUD,75116,178 ter avenue de Versailles, 75016, Paris,https://fr.parkindigo.com/parking/paris-75016/versailles-reynaud-75160900,tous,0,263,0,1,6,0,0,0,20,0,190,69200653900112,2.262605,48.839659,,4.40,8.80,13.20,17.60,39.60,,206,ouvrage,,
75116-P-140,MARCEAU ETOILE,75116,75 ter avenue Marceau, 75116, Paris,https://www.q-park-resa.fr/fr/parking/paris/Marceau.html,tous,0,503,0,10,2,0,0,0,10,0,190,37888823400523,2.296885,48.871471,,5.80,11.60,17.40,23.20,46.40,189,335,ouvrage,,
75116-P-162,JEAN BOUIN,75116,17 rue Nungesser et Coli, 75016, Paris,https://www.saemes.fr/fr/parking/parking-jean-bouin,tous,0,485,0,13,0,52,0,0,53,0,190,31703299300741,2.2521092,48.8443024,,3.70,7.40,11.10,14.80,33.30,121.6,152,ouvrage,tarif petit rouleur -25 % = contacter le parc,
75117-P-001,AMPERE,75117,93 ter rue Ampere, 75017, Paris,https://fr.parkindigo.com,abonnés,0,204,0,0,0,0,0,0,0,0,190,64202088700419,2.2985569,48.8853007,,,,,,,,,ouvrage,abonnes tres longue duree,
75117-P-004,VILLIERS,75117,14 ter avenue de Villiers, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/villiers-75171800,tous,0,402,0,1,0,0,0,0,9,0,190,64202088700419,2.314306,48.881855,tarif_special,4.20,8.40,12.60,16.80,37.80,250,311,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,10 euros,
75117-P-011,CARNOT,75117,14 ter avenue Carnot, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/carnot-75171300,tous,0,398,0,6,1,0,0,0,10,0,190,30464607800143,2.293277,48.87597,tarif_special,4.40,8.80,13.20,17.60,37.80,,248,ouvrage,tarif PMR = 2,20 euros,
75117-P-035,PORTE DE CHAMPERRET,75117,6 ter avenue de la Porte de Champerret, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/porte-de-champerret-75171600,tous,0,1467,100,31,6,5,0,3,37,0,190,30464607800143,2.2878479,48.8863095,,4.20,8.40,12.60,16.80,36.00,104,148,ouvrage,autre entree = 10 boulevard de l Yser, 75017, Paris,
75117-P-036,TERNES,75117,4 ter avenue des Ternes, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/ternes-75172100,tous,0,1120,0,23,3,0,0,0,102,0,185,50472721500049,2.293299,48.878963,tarif_special,4.30,8.60,12.90,17.20,38.70,174.45,240,ouvrage,tarif petit rouleur -40 % = contacter le parc|autres entrees = 38 ter avenue des Ternes, 75017, Paris et 59 ter avenue des Ternes, 75017, Paris|tarif PMR = 2,15 euros,
75117-P-040,PORTE DE SAINT OUEN,75117,27 ter avenue de la Porte de Saint Ouen, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/porte-de-saint-ouen-75172000,tous,0,535,50,18,1,0,0,0,4,0,190,39418789200440,2.329427,48.900141,,3.20,6.40,9.60,12.80,38.40,95,124,ouvrage,,
75117-P-064,PORTE MAILLOT,75117,16 place de la Porte Maillot, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/porte-maillot-75172200,tous,0,1445,0,40,2,0,0,3,9,0,190,64202088700419,2.282264,48.878738,tarif_special,4.40,8.80,13.20,17.60,39.60,160,200,ouvrage,tarif petit rouleur -30 % = contacter le parc|tarif PMR = 2,20 euros,
75117-P-065,PRONY,75117,37 ter rue de Prony, 75017, Paris,https://fr.parkindigo.com,abonnés,0,172,0,0,0,0,0,0,0,0,190,72205418600019,2.305829,48.881584,,,,,,,,,ouvrage,abonnes tres longue duree,
75117-P-072,MAIRIE DU 17 EME,75117,20 rue des Batignolles, 75017, Paris,https://www.saemes.fr/fr/parking/parking-mairie-du-17eme,tous,0,336,0,5,2,14,0,5,37,0,180,31703299300741,2.321459,48.884696,,4.10,8.20,12.30,16.40,36.90,,234,ouvrage,,
75117-P-079,PEREIRE,75117,211 M boulevard Pereire, 75017, Paris,https://www.saemes.fr/fr/parking/parking-pereire,abonnés,0,277,0,0,0,0,0,0,21,0,200,31703299300741,2.2902036,48.8810265,,,,,,,,192.9,ouvrage,,
75117-P-108,JOUFFROY,75117,6 ter rue Jouffroy d Abbans, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/jouffroy-75170500,abonnés,0,209,0,0,0,0,0,0,0,0,190,72205418600019,2.313201,48.887161,,,,,,,,,ouvrage,abonnes tres longue duree,
75117-P-112,MAC MAHON,75117,17 ter avenue Mac Mahon, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/mac-mahon-75171100,tous,0,413,0,7,0,0,0,0,15,0,190,30464607800143,2.294409,48.876552,tarif_special,4.60,9.20,13.80,18.40,38.40,198,248,ouvrage,tarif petit rouleur -25 % = contacter le parc|tarif PMR = 2,30 euros,
75117-P-114,PORTE D ASNIERES,75117,2 avenue de la Porte d Asnieres, 75017, Paris,https://fr.parkindigo.com/parking/paris-75017/porte-dasnieres-75170600,abonnés,0,310,0,0,1,0,0,0,3,0,190,72205418600019,2.303753,48.890372,,,,,,,,152,ouvrage,abonnements avec reservation uniquement,
